site_id,SRR1740054,SRR1740055,SRR1740056,SRR1740057,SRR1740082,SRR1740083,SRR1740084,SRR1740085
10:72234933:+,-0.0617823927737793,-0.0617841302901167,-0.0617827618510166,-0.0617831611217595,,-0.0617829771454132,,
11:65777051:-,0.0446817911057014,0.0446823535833122,0.0446816105203234,0.0446816825758904,0.0446818866763222,,,
11:74455855:-,0.0105437309981906,0.0105442252997089,0.0105442252997089,0.0105443271229154,0.0105444087749495,0.0105447364842887,0.0105447247796122,0.0105436625810474
12:50930855:+,0.0656001724948725,0.0656007762231869,0.0656001031380203,0.06559957614943,0.0655996618758812,0.0655999103732081,0.0655999343510556,0.0655999103732081
12:68843748:+,0.0913751875957058,0.0913763843129462,0.0913756541314282,,,,0.0913756541314282,
12:98548842:+,0.0112992595122391,0.0112977120735716,0.011298563942793,0.0112973600972947,0.011299507806243,0.0112949668842333,0.0112986913484107,0.0112979670847312
12:98549324:+,0.0059106167714267,0.0059101172800436,0.0059098391870239,0.0059093458600029,0.0059100636455746,0.0059105989730378,0.0059101172800436,0.0059103374237592
12:98735013:+,,0.03067425772842,0.0306778780865065,,0.0306745698295592,,0.0306761632340827,0.0306755467753836
13:19672218:+,-0.0007142745562383,,,-0.0007142745562383,-0.0007138901407238,,-0.000714333043125,-0.0007145558705347
13:19672882:+,0.0475575943208667,0.0475572345990261,0.0475562158009806,0.0475568027523565,0.0475569836717037,0.0475572668395088,0.0475567302961619,0.0475569478709245
13:19672883:+,,,,0.0293409706366137,,,0.0293396617142545,0.0293397844616274
13:19672934:+,0.0172318924873396,0.0172312414379996,0.0172315685182301,0.0172323590447001,0.0172325125323834,,0.0172319759199234,0.0172311690614721
14:20367026:-,0.2571959430667008,,,0.2571958936438313,0.2571957122373829,0.2571958876241553,0.2571959016329218,0.2571959702951146
14:74735840:+,0.0274469460124022,0.0274480491139079,0.0274479057087259,0.0274471798350718,0.0274470174322915,0.0274479061599453,0.027447482728259,0.0274475526080632
15:34231753:-,,,,-0.2382477151104473,0.7571112242519364,0.607617862515685,0.1775789084557613,
16:29667654:+,0.0758267369226087,,0.0758284295305872,0.0758234996993879,0.0758248905309764,,0.0758261181226164,0.0758273680837796
16:29668564:+,0.0628335554720209,0.0628377968172445,0.0628369158498061,0.0628374801722171,0.062837520324615,0.0628336436624758,0.0628365879579401,0.0628365498734254
16:29668965:+,,0.1460232618317457,0.036567604670223,0.0719768361256148,0.0301176379998173,0.0783749844025467,0.0892029863521808,0.1021462883594787
16:29669000:+,0.1003940264796028,0.100394823398709,0.1003912844469755,0.1003944516891063,0.1003961169251677,0.1003924999946335,0.1003931599750766,0.1003935354774412
16:29669624:+,0.1869658961804416,,0.1869642459965315,0.1869632617044994,0.1869649927581732,0.1869657636415328,0.1869652840766044,0.1869649927581732
16:29669981:+,0.0833360920242225,0.0833338119693485,0.0833325614178921,0.083333096350526,0.0833366098364313,0.0833344065616636,0.0833337358568884,0.0833328952935086
16:29670049:+,0.0187733661905388,0.018776243589204,0.018775123837741,0.018777449903782,0.0187706181796519,0.0187772835855407,0.0187765021446088,0.01877421807752
16:29670138:+,0.0845485319274886,0.0845511366683679,,,0.0845490791002861,0.0845521461397789,0.0845494730475059,0.0845487204344114
16:29670367:+,0.0490113206929191,,0.0490085681393054,0.0490116766161539,0.0490093143798839,0.0490113206929191,0.0490132422117698,0.0490111414896925
16:29670438:+,,0.0340984518709956,,0.0340979303441856,0.034098951131587,0.0341001345272441,,
16:48352442:+,0.0205328032431054,0.0205335350674958,0.0205329739414352,,,0.0205328032431054,0.0205331083736989,
